position,title,result_id,link,snippet,publication_info_summary,publication_info_authors_0_name,publication_info_authors_0_link,publication_info_authors_0_serpapi_scholar_link,publication_info_authors_0_author_id,publication_info_authors_1_name,publication_info_authors_1_link,publication_info_authors_1_serpapi_scholar_link,publication_info_authors_1_author_id,publication_info_authors_2_name,publication_info_authors_2_link,publication_info_authors_2_serpapi_scholar_link,publication_info_authors_2_author_id,resources_0_title,resources_0_file_format,resources_0_link,inline_links_serpapi_cite_link,inline_links_cited_by_total,inline_links_cited_by_link,inline_links_cited_by_cites_id,inline_links_cited_by_serpapi_scholar_link,inline_links_related_pages_link,inline_links_serpapi_related_pages_link,inline_links_versions_total,inline_links_versions_link,inline_links_versions_cluster_id,inline_links_versions_serpapi_scholar_link,inline_links_cached_page_link,publication_info_authors_3_name,publication_info_authors_3_link,publication_info_authors_3_serpapi_scholar_link,publication_info_authors_3_author_id,type,publication_info_authors_4_name,publication_info_authors_4_link,publication_info_authors_4_serpapi_scholar_link,publication_info_authors_4_author_id,inline_links_html_version,resources_1_title,resources_1_link,publication_info_authors_5_name,publication_info_authors_5_link,publication_info_authors_5_serpapi_scholar_link,publication_info_authors_5_author_id,publication_info_authors_6_name,publication_info_authors_6_link,publication_info_authors_6_serpapi_scholar_link,publication_info_authors_6_author_id
11,Stabilizing reinforcement learning in dynamic environment with application to online recommendation,5MfyKycEe6cJ,https://dl.acm.org/doi/abs/10.1145/3219819.3220122,… We apply Robust DQN in the tip recommendation system in Taobao online retail trading platform. We firstly disclose the highly dynamic property of the recommendation application. We …,"SY Chen, Y Yu, Q Da, J Tan, HK Huang… - Proceedings of the 24th …, 2018 - dl.acm.org",SY Chen,https://scholar.google.com/citations?user=BIFXUFYAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=BIFXUFYAAAAJ&engine=google_scholar_author&hl=en,BIFXUFYAAAAJ,Y Yu,https://scholar.google.com/citations?user=PG2lDSwAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=PG2lDSwAAAAJ&engine=google_scholar_author&hl=en,PG2lDSwAAAAJ,Q Da,https://scholar.google.com/citations?user=sRKGtmgAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=sRKGtmgAAAAJ&engine=google_scholar_author&hl=en,sRKGtmgAAAAJ,researchgate.net,PDF,https://www.researchgate.net/profile/Qing-Da/publication/324988927_Stablizing_Reinforcement_Learning_in_Dynamic_Environment_with_Application_to_Online_Recommendation/links/5b2b4321aca27209f3797d65/Stablizing-Reinforcement-Learning-in-Dynamic-Environment-with-Application-to-Online-Recommendation.pdf?ref=https://githubhelp.com,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=5MfyKycEe6cJ,158.0,"https://scholar.google.com/scholar?cites=12068244192756942820&as_sdt=2005&sciodt=0,5&hl=en&num=20",12068244192756942820,https://serpapi.com/search.json?as_sdt=2005&cites=12068244192756942820&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:5MfyKycEe6cJ:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+(%22aixi%22+OR+%22dqn%22+OR+%22induction%22+OR+%22solomonoff%22+OR+%22kolmogorov%22+OR+%22knowledge+graph%22)&hl=en&num=20&as_sdt=0,5",https://serpapi.com/search.json?as_sdt=0%2C5&engine=google_scholar&hl=en&num=20&q=related%3A5MfyKycEe6cJ%3Ascholar.google.com%2F&start=40,3.0,"https://scholar.google.com/scholar?cluster=12068244192756942820&hl=en&num=20&as_sdt=0,5",12068244192756942820,https://serpapi.com/search.json?as_sdt=0%2C5&cluster=12068244192756942820&engine=google_scholar&hl=en&num=20,,HK Huang,https://scholar.google.com/citations?user=5t3avfkAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=5t3avfkAAAAJ&engine=google_scholar_author&hl=en,5t3avfkAAAAJ,,,,,,,,,,,,,,,,
12,Mobile robot navigation based on deep reinforcement learning,5InVsle5iocJ,https://ieeexplore.ieee.org/abstract/document/8832393/,… in this paper using deep reinforcement learning for the navigation of mobile … reinforcement learning (Dueling DQN) and deep reinforcement learning with double q learning (Double DQN…,"X Ruan, D Ren, X Zhu, J Huang - 2019 Chinese control and …, 2019 - ieeexplore.ieee.org",X Zhu,https://scholar.google.com/citations?user=DfXFgksAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=DfXFgksAAAAJ&engine=google_scholar_author&hl=en,DfXFgksAAAAJ,J Huang,https://scholar.google.com/citations?user=UIrnSXMAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=UIrnSXMAAAAJ&engine=google_scholar_author&hl=en,UIrnSXMAAAAJ,,,,,,,,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=5InVsle5iocJ,108.0,"https://scholar.google.com/scholar?cites=9766822528219974116&as_sdt=2005&sciodt=0,5&hl=en&num=20",9766822528219974116,https://serpapi.com/search.json?as_sdt=2005&cites=9766822528219974116&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:5InVsle5iocJ:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+(%22aixi%22+OR+%22dqn%22+OR+%22induction%22+OR+%22solomonoff%22+OR+%22kolmogorov%22+OR+%22knowledge+graph%22)&hl=en&num=20&as_sdt=0,5",https://serpapi.com/search.json?as_sdt=0%2C5&engine=google_scholar&hl=en&num=20&q=related%3A5InVsle5iocJ%3Ascholar.google.com%2F&start=40,,,,,,,,,,,,,,,,,,,,,,,,,
13,Go for a walk and arrive at the answer: Reasoning over paths in knowledge bases using reinforcement learning,x2Fw3QHn5kIJ,https://arxiv.org/abs/1711.05851,"… Given a massive knowledge graph, we learn a policy, which, … -answering task as a reinforcement learning (RL) problem … the knowledge graph from scratch with reinforcement …","R Das, S Dhuliawala, M Zaheer, L Vilnis… - arXiv preprint arXiv …, 2017 - arxiv.org",R Das,https://scholar.google.com/citations?user=FKoKAwIAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=FKoKAwIAAAAJ&engine=google_scholar_author&hl=en,FKoKAwIAAAAJ,S Dhuliawala,https://scholar.google.com/citations?user=7O33ij4AAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=7O33ij4AAAAJ&engine=google_scholar_author&hl=en,7O33ij4AAAAJ,M Zaheer,https://scholar.google.com/citations?user=A33FhJMAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=A33FhJMAAAAJ&engine=google_scholar_author&hl=en,A33FhJMAAAAJ,arxiv.org,PDF,https://arxiv.org/pdf/1711.05851,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=x2Fw3QHn5kIJ,560.0,"https://scholar.google.com/scholar?cites=4820794446342808007&as_sdt=2005&sciodt=0,5&hl=en&num=20",4820794446342808007,https://serpapi.com/search.json?as_sdt=2005&cites=4820794446342808007&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:x2Fw3QHn5kIJ:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+(%22aixi%22+OR+%22dqn%22+OR+%22induction%22+OR+%22solomonoff%22+OR+%22kolmogorov%22+OR+%22knowledge+graph%22)&hl=en&num=20&as_sdt=0,5",https://serpapi.com/search.json?as_sdt=0%2C5&engine=google_scholar&hl=en&num=20&q=related%3Ax2Fw3QHn5kIJ%3Ascholar.google.com%2F&start=40,6.0,"https://scholar.google.com/scholar?cluster=4820794446342808007&hl=en&num=20&as_sdt=0,5",4820794446342808007,https://serpapi.com/search.json?as_sdt=0%2C5&cluster=4820794446342808007&engine=google_scholar&hl=en&num=20,"https://scholar.googleusercontent.com/scholar?q=cache:x2Fw3QHn5kIJ:scholar.google.com/+%22reinforcement+learning%22+AND+(%22aixi%22+OR+%22dqn%22+OR+%22induction%22+OR+%22solomonoff%22+OR+%22kolmogorov%22+OR+%22knowledge+graph%22)&hl=en&num=20&as_sdt=0,5",L Vilnis,https://scholar.google.com/citations?user=xWrOthYAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=xWrOthYAAAAJ&engine=google_scholar_author&hl=en,xWrOthYAAAAJ,,,,,,,,,,,,,,,,
14,Deep reinforcement learning with dqn vs. ppo in vizdoom,x9Nr-CKf2usJ,https://ieeexplore.ieee.org/abstract/document/9668479/,… Abstract—VizDoom is a flexible and easy-to-use 3D reinforcement learning research … The paper offers a comparison of different approaches with reinforcement learning: Q-learning and …,"A Zakharenkov, I Makarov - 2021 IEEE 21st International …, 2021 - ieeexplore.ieee.org",I Makarov,https://scholar.google.com/citations?user=cFpDMzIAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=cFpDMzIAAAAJ&engine=google_scholar_author&hl=en,cFpDMzIAAAAJ,,,,,,,,,,,,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=x9Nr-CKf2usJ,11.0,"https://scholar.google.com/scholar?cites=16995071116381508551&as_sdt=2005&sciodt=0,5&hl=en&num=20",16995071116381508551,https://serpapi.com/search.json?as_sdt=2005&cites=16995071116381508551&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:x9Nr-CKf2usJ:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+(%22aixi%22+OR+%22dqn%22+OR+%22induction%22+OR+%22solomonoff%22+OR+%22kolmogorov%22+OR+%22knowledge+graph%22)&hl=en&num=20&as_sdt=0,5",https://serpapi.com/search.json?as_sdt=0%2C5&engine=google_scholar&hl=en&num=20&q=related%3Ax9Nr-CKf2usJ%3Ascholar.google.com%2F&start=40,2.0,"https://scholar.google.com/scholar?cluster=16995071116381508551&hl=en&num=20&as_sdt=0,5",16995071116381508551,https://serpapi.com/search.json?as_sdt=0%2C5&cluster=16995071116381508551&engine=google_scholar&hl=en&num=20,,,,,,,,,,,,,,,,,,,,,
15,Multi-modal knowledge-aware reinforcement learning network for explainable recommendation,kQ0heecB-PQJ,https://www.sciencedirect.com/science/article/pii/S0950705121004792,"… To demonstrate the efficacy of the multi-modal knowledge graph as well as deep reinforcement learning more intuitively, we then randomly sampled a user based on results generated …","S Tao, R Qiu, Y Ping, H Ma - Knowledge-Based Systems, 2021 - Elsevier",Y Ping,https://scholar.google.com/citations?user=4YOUysMAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=4YOUysMAAAAJ&engine=google_scholar_author&hl=en,4YOUysMAAAAJ,,,,,,,,,,,,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=kQ0heecB-PQJ,44.0,"https://scholar.google.com/scholar?cites=17651860833159941521&as_sdt=2005&sciodt=0,5&hl=en&num=20",17651860833159941521,https://serpapi.com/search.json?as_sdt=2005&cites=17651860833159941521&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:kQ0heecB-PQJ:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+(%22aixi%22+OR+%22dqn%22+OR+%22induction%22+OR+%22solomonoff%22+OR+%22kolmogorov%22+OR+%22knowledge+graph%22)&hl=en&num=20&as_sdt=0,5",https://serpapi.com/search.json?as_sdt=0%2C5&engine=google_scholar&hl=en&num=20&q=related%3AkQ0heecB-PQJ%3Ascholar.google.com%2F&start=40,3.0,"https://scholar.google.com/scholar?cluster=17651860833159941521&hl=en&num=20&as_sdt=0,5",17651860833159941521,https://serpapi.com/search.json?as_sdt=0%2C5&cluster=17651860833159941521&engine=google_scholar&hl=en&num=20,,,,,,,,,,,,,,,,,,,,,
16,Reinforcement learning via AIXI approximation,E43KFfGjZ64J,https://ojs.aaai.org/index.php/AAAI/article/view/7667,"… general reinforcement learning agent. This approach is based on a direct approximation of AIXI, a … Previously, it has been unclear whether the theory of AIXI could motivate the design of …","J Veness, KS Ng, M Hutter, D Silver - Proceedings of the AAAI …, 2010 - ojs.aaai.org",J Veness,https://scholar.google.com/citations?user=_iYrAxEAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=_iYrAxEAAAAJ&engine=google_scholar_author&hl=en,_iYrAxEAAAAJ,KS Ng,https://scholar.google.com/citations?user=4bL3ThUAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=4bL3ThUAAAAJ&engine=google_scholar_author&hl=en,4bL3ThUAAAAJ,M Hutter,https://scholar.google.com/citations?user=7hmCntEAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=7hmCntEAAAAJ&engine=google_scholar_author&hl=en,7hmCntEAAAAJ,aaai.org,PDF,https://ojs.aaai.org/index.php/AAAI/article/view/7667/7528,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=E43KFfGjZ64J,32.0,"https://scholar.google.com/scholar?cites=12567193541048700179&as_sdt=2005&sciodt=0,5&hl=en&num=20",12567193541048700179,https://serpapi.com/search.json?as_sdt=2005&cites=12567193541048700179&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:E43KFfGjZ64J:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+(%22aixi%22+OR+%22dqn%22+OR+%22induction%22+OR+%22solomonoff%22+OR+%22kolmogorov%22+OR+%22knowledge+graph%22)&hl=en&num=20&as_sdt=0,5",https://serpapi.com/search.json?as_sdt=0%2C5&engine=google_scholar&hl=en&num=20&q=related%3AE43KFfGjZ64J%3Ascholar.google.com%2F&start=40,22.0,"https://scholar.google.com/scholar?cluster=12567193541048700179&hl=en&num=20&as_sdt=0,5",12567193541048700179,https://serpapi.com/search.json?as_sdt=0%2C5&cluster=12567193541048700179&engine=google_scholar&hl=en&num=20,"https://scholar.googleusercontent.com/scholar?q=cache:E43KFfGjZ64J:scholar.google.com/+%22reinforcement+learning%22+AND+(%22aixi%22+OR+%22dqn%22+OR+%22induction%22+OR+%22solomonoff%22+OR+%22kolmogorov%22+OR+%22knowledge+graph%22)&hl=en&num=20&as_sdt=0,5",D Silver,https://scholar.google.com/citations?user=-8DNE4UAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=-8DNE4UAAAAJ&engine=google_scholar_author&hl=en,-8DNE4UAAAAJ,,,,,,,,,,,,,,,,
17,Deep reinforcement learning-based DQN agent algorithm for visual object tracking in a virtual environmental simulation,0vYWKXOuIqsJ,https://www.mdpi.com/2076-3417/12/7/3220,"… Reinforcement Learning (RL) algorithms are mostly based … Basically, the reinforcement learning method is known to be … the deep reinforcement learning-based DQN agent drone …","JH Park, K Farkhodov, SH Lee, KR Kwon - Applied Sciences, 2022 - mdpi.com",K Farkhodov,https://scholar.google.com/citations?user=2Bfdic4AAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=2Bfdic4AAAAJ&engine=google_scholar_author&hl=en,2Bfdic4AAAAJ,SH Lee,https://scholar.google.com/citations?user=8fZ6XOoAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=8fZ6XOoAAAAJ&engine=google_scholar_author&hl=en,8fZ6XOoAAAAJ,,,,,mdpi.com,PDF,https://www.mdpi.com/2076-3417/12/7/3220/pdf,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=0vYWKXOuIqsJ,16.0,"https://scholar.google.com/scholar?cites=12331610539327682258&as_sdt=2005&sciodt=0,5&hl=en&num=20",12331610539327682258,https://serpapi.com/search.json?as_sdt=2005&cites=12331610539327682258&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:0vYWKXOuIqsJ:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+(%22aixi%22+OR+%22dqn%22+OR+%22induction%22+OR+%22solomonoff%22+OR+%22kolmogorov%22+OR+%22knowledge+graph%22)&hl=en&num=20&as_sdt=0,5",https://serpapi.com/search.json?as_sdt=0%2C5&engine=google_scholar&hl=en&num=20&q=related%3A0vYWKXOuIqsJ%3Ascholar.google.com%2F&start=40,6.0,"https://scholar.google.com/scholar?cluster=12331610539327682258&hl=en&num=20&as_sdt=0,5",12331610539327682258,https://serpapi.com/search.json?as_sdt=0%2C5&cluster=12331610539327682258&engine=google_scholar&hl=en&num=20,"https://scholar.googleusercontent.com/scholar?q=cache:0vYWKXOuIqsJ:scholar.google.com/+%22reinforcement+learning%22+AND+(%22aixi%22+OR+%22dqn%22+OR+%22induction%22+OR+%22solomonoff%22+OR+%22kolmogorov%22+OR+%22knowledge+graph%22)&hl=en&num=20&as_sdt=0,5",,,,,,,,,,,,,,,,,,,,
18,Reason more like human: Incorporating meta information into hierarchical reinforcement learning for knowledge graph reasoning,QPQ5qfhW8rQJ,https://link.springer.com/article/10.1007/s10489-022-04147-2,"… In this paper, we proposed a hierarchical reinforcement learning method RMLH for knowledge graph reasoning. When conducting normal chain reasoning, the search space grows …","Y Xia, J Luo, M Lan, G Zhou, Z Li, S Liu - Applied Intelligence, 2023 - Springer",,,,,,,,,,,,,,,,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=QPQ5qfhW8rQJ,6.0,"https://scholar.google.com/scholar?cites=13038579497182032960&as_sdt=2005&sciodt=0,5&hl=en&num=20",13038579497182032960,https://serpapi.com/search.json?as_sdt=2005&cites=13038579497182032960&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:QPQ5qfhW8rQJ:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+(%22aixi%22+OR+%22dqn%22+OR+%22induction%22+OR+%22solomonoff%22+OR+%22kolmogorov%22+OR+%22knowledge+graph%22)&hl=en&num=20&as_sdt=0,5",https://serpapi.com/search.json?as_sdt=0%2C5&engine=google_scholar&hl=en&num=20&q=related%3AQPQ5qfhW8rQJ%3Ascholar.google.com%2F&start=40,2.0,"https://scholar.google.com/scholar?cluster=13038579497182032960&hl=en&num=20&as_sdt=0,5",13038579497182032960,https://serpapi.com/search.json?as_sdt=0%2C5&cluster=13038579497182032960&engine=google_scholar&hl=en&num=20,,,,,,,,,,,,,,,,,,,,,
19,Recurrent reinforcement learning: a hybrid approach,KslCDW6qVgIJ,https://arxiv.org/abs/1509.03044,"… supervised learning and reinforcement learning. During training, we use the supervised signals to learn the state representation, then jointly train DQN to approximate the Q-function. …","X Li, L Li, J Gao, X He, J Chen, L Deng, J He - arXiv preprint arXiv …, 2015 - arxiv.org",X Li,https://scholar.google.com/citations?user=SW_WaQ0AAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=SW_WaQ0AAAAJ&engine=google_scholar_author&hl=en,SW_WaQ0AAAAJ,L Li,https://scholar.google.com/citations?user=Rqy5KDEAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=Rqy5KDEAAAAJ&engine=google_scholar_author&hl=en,Rqy5KDEAAAAJ,J Gao,https://scholar.google.com/citations?user=CQ1cqKkAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=CQ1cqKkAAAAJ&engine=google_scholar_author&hl=en,CQ1cqKkAAAAJ,arxiv.org,PDF,https://arxiv.org/pdf/1509.03044,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=KslCDW6qVgIJ,84.0,"https://scholar.google.com/scholar?cites=168509425718577450&as_sdt=2005&sciodt=0,5&hl=en&num=20",168509425718577450,https://serpapi.com/search.json?as_sdt=2005&cites=168509425718577450&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:KslCDW6qVgIJ:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+(%22aixi%22+OR+%22dqn%22+OR+%22induction%22+OR+%22solomonoff%22+OR+%22kolmogorov%22+OR+%22knowledge+graph%22)&hl=en&num=20&as_sdt=0,5",https://serpapi.com/search.json?as_sdt=0%2C5&engine=google_scholar&hl=en&num=20&q=related%3AKslCDW6qVgIJ%3Ascholar.google.com%2F&start=40,3.0,"https://scholar.google.com/scholar?cluster=168509425718577450&hl=en&num=20&as_sdt=0,5",168509425718577450,https://serpapi.com/search.json?as_sdt=0%2C5&cluster=168509425718577450&engine=google_scholar&hl=en&num=20,"https://scholar.googleusercontent.com/scholar?q=cache:KslCDW6qVgIJ:scholar.google.com/+%22reinforcement+learning%22+AND+(%22aixi%22+OR+%22dqn%22+OR+%22induction%22+OR+%22solomonoff%22+OR+%22kolmogorov%22+OR+%22knowledge+graph%22)&hl=en&num=20&as_sdt=0,5",X He,https://scholar.google.com/citations?user=W5WbqgoAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=W5WbqgoAAAAJ&engine=google_scholar_author&hl=en,W5WbqgoAAAAJ,,J Chen,https://scholar.google.com/citations?user=jQeFWdoAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=jQeFWdoAAAAJ&engine=google_scholar_author&hl=en,jQeFWdoAAAAJ,,,,L Deng,https://scholar.google.com/citations?user=GQWTo4MAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=GQWTo4MAAAAJ&engine=google_scholar_author&hl=en,GQWTo4MAAAAJ,J He,https://scholar.google.com/citations?user=2gBeukEAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=2gBeukEAAAAJ&engine=google_scholar_author&hl=en,2gBeukEAAAAJ
0,Knowledge-guided deep reinforcement learning for interactive recommendation,n5iH3WQC0UsJ,https://ieeexplore.ieee.org/abstract/document/9207010/,"… have become popular as the knowledge graph can transfer the rela… Specially, we design a knowledge graph to represent … knowledge graph as the guideline to improve the performance. …","X Chen, C Huang, L Yao, X Wang… - … Joint Conference on …, 2020 - ieeexplore.ieee.org",X Chen,https://scholar.google.com/citations?user=GE0iYnYAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=GE0iYnYAAAAJ&engine=google_scholar_author&hl=en,GE0iYnYAAAAJ,C Huang,https://scholar.google.com/citations?user=Wp6viG8AAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=Wp6viG8AAAAJ&engine=google_scholar_author&hl=en,Wp6viG8AAAAJ,L Yao,https://scholar.google.com/citations?user=EU3snBgAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=EU3snBgAAAAJ&engine=google_scholar_author&hl=en,EU3snBgAAAAJ,arxiv.org,PDF,https://arxiv.org/pdf/2004.08068,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=n5iH3WQC0UsJ,37.0,"https://scholar.google.com/scholar?cites=5463150455213758623&as_sdt=5,33&sciodt=0,33&hl=en&num=20",5463150455213758623,https://serpapi.com/search.json?as_sdt=5%2C33&cites=5463150455213758623&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:n5iH3WQC0UsJ:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+(%22aixi%22+OR+%22dqn%22+OR+%22induction%22+OR+%22solomonoff%22+OR+%22kolmogorov%22+OR+%22knowledge+graph%22)&hl=en&num=20&as_sdt=0,33",https://serpapi.com/search.json?as_sdt=0%2C33&engine=google_scholar&hl=en&num=20&q=related%3An5iH3WQC0UsJ%3Ascholar.google.com%2F&start=60,7.0,"https://scholar.google.com/scholar?cluster=5463150455213758623&hl=en&num=20&as_sdt=0,33",5463150455213758623,https://serpapi.com/search.json?as_sdt=0%2C33&cluster=5463150455213758623&engine=google_scholar&hl=en&num=20,,X Wang,https://scholar.google.com/citations?user=Xej6piMAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=Xej6piMAAAAJ&engine=google_scholar_author&hl=en,Xej6piMAAAAJ,,,,,,,,,,,,,,,,
1,Graph convolutional reinforcement learning,NxEFiCP5114J,https://arxiv.org/abs/1810.09202,"… DQN which first get relative high reward, but eventually converge to much lower reward. As observed in the experiment, at the beginning of training, DQN … policy, DQN and CommNet …","J Jiang, C Dun, T Huang, Z Lu - arXiv preprint arXiv:1810.09202, 2018 - arxiv.org",J Jiang,https://scholar.google.com/citations?user=zRgok8IAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=zRgok8IAAAAJ&engine=google_scholar_author&hl=en,zRgok8IAAAAJ,C Dun,https://scholar.google.com/citations?user=QbPWRIoAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=QbPWRIoAAAAJ&engine=google_scholar_author&hl=en,QbPWRIoAAAAJ,T Huang,https://scholar.google.com/citations?user=knvEK4AAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=knvEK4AAAAAJ&engine=google_scholar_author&hl=en,knvEK4AAAAAJ,arxiv.org,PDF,https://arxiv.org/pdf/1810.09202,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=NxEFiCP5114J,408.0,"https://scholar.google.com/scholar?cites=6834204890559222071&as_sdt=5,33&sciodt=0,33&hl=en&num=20",6834204890559222071,https://serpapi.com/search.json?as_sdt=5%2C33&cites=6834204890559222071&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:NxEFiCP5114J:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+(%22aixi%22+OR+%22dqn%22+OR+%22induction%22+OR+%22solomonoff%22+OR+%22kolmogorov%22+OR+%22knowledge+graph%22)&hl=en&num=20&as_sdt=0,33",https://serpapi.com/search.json?as_sdt=0%2C33&engine=google_scholar&hl=en&num=20&q=related%3ANxEFiCP5114J%3Ascholar.google.com%2F&start=60,5.0,"https://scholar.google.com/scholar?cluster=6834204890559222071&hl=en&num=20&as_sdt=0,33",6834204890559222071,https://serpapi.com/search.json?as_sdt=0%2C33&cluster=6834204890559222071&engine=google_scholar&hl=en&num=20,"https://scholar.googleusercontent.com/scholar?q=cache:NxEFiCP5114J:scholar.google.com/+%22reinforcement+learning%22+AND+(%22aixi%22+OR+%22dqn%22+OR+%22induction%22+OR+%22solomonoff%22+OR+%22kolmogorov%22+OR+%22knowledge+graph%22)&hl=en&num=20&as_sdt=0,33",Z Lu,https://scholar.google.com/citations?user=k3IFtTYAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=k3IFtTYAAAAJ&engine=google_scholar_author&hl=en,k3IFtTYAAAAJ,,,,,,,,,,,,,,,,
