position,title,result_id,link,snippet,publication_info_summary,publication_info_authors_0_name,publication_info_authors_0_link,publication_info_authors_0_serpapi_scholar_link,publication_info_authors_0_author_id,publication_info_authors_1_name,publication_info_authors_1_link,publication_info_authors_1_serpapi_scholar_link,publication_info_authors_1_author_id,publication_info_authors_2_name,publication_info_authors_2_link,publication_info_authors_2_serpapi_scholar_link,publication_info_authors_2_author_id,publication_info_authors_3_name,publication_info_authors_3_link,publication_info_authors_3_serpapi_scholar_link,publication_info_authors_3_author_id,resources_0_title,resources_0_file_format,resources_0_link,inline_links_serpapi_cite_link,inline_links_cited_by_total,inline_links_cited_by_link,inline_links_cited_by_cites_id,inline_links_cited_by_serpapi_scholar_link,inline_links_related_pages_link,inline_links_serpapi_related_pages_link,inline_links_versions_total,inline_links_versions_link,inline_links_versions_cluster_id,inline_links_versions_serpapi_scholar_link,inline_links_cached_page_link,publication_info_authors_4_name,publication_info_authors_4_link,publication_info_authors_4_serpapi_scholar_link,publication_info_authors_4_author_id,type,inline_links_html_version
5,The benefits of model-based generalization in reinforcement learning,949fPq4cAbAJ,https://arxiv.org/abs/2211.02222,"… Model-based reinforcement learning (RL) refers to the class of RL … An AIXI agent maximizes expected return over all computable world … While AIXI is itself not computable, computable …","K Young, A Ramesh, L Kirsch… - arXiv preprint arXiv …, 2022 - arxiv.org",K Young,https://scholar.google.com/citations?user=zI2uHi8AAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=zI2uHi8AAAAJ&engine=google_scholar_author&hl=en,zI2uHi8AAAAJ,A Ramesh,https://scholar.google.com/citations?user=60K82BkAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=60K82BkAAAAJ&engine=google_scholar_author&hl=en,60K82BkAAAAJ,L Kirsch,https://scholar.google.com/citations?user=w8AkOEAAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=w8AkOEAAAAAJ&engine=google_scholar_author&hl=en,w8AkOEAAAAAJ,,,,,arxiv.org,PDF,https://arxiv.org/pdf/2211.02222,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=949fPq4cAbAJ,13.0,"https://scholar.google.com/scholar?cites=12682449560348364791&as_sdt=2005&sciodt=0,5&hl=en&num=20",12682449560348364791,https://serpapi.com/search.json?as_sdt=2005&cites=12682449560348364791&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:949fPq4cAbAJ:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+%22aixi%22&hl=en&num=20&as_sdt=0,5",https://serpapi.com/search.json?as_sdt=0%2C5&engine=google_scholar&hl=en&num=20&q=related%3A949fPq4cAbAJ%3Ascholar.google.com%2F&start=20,7.0,"https://scholar.google.com/scholar?cluster=12682449560348364791&hl=en&num=20&as_sdt=0,5",12682449560348364791,https://serpapi.com/search.json?as_sdt=0%2C5&cluster=12682449560348364791&engine=google_scholar&hl=en&num=20,"https://scholar.googleusercontent.com/scholar?q=cache:949fPq4cAbAJ:scholar.google.com/+%22reinforcement+learning%22+AND+%22aixi%22&hl=en&num=20&as_sdt=0,5",,,,,,
6,Causeoccam: Learning interpretable abstract representations in reinforcement learning environments via model sparsity,7MJl3quaF4MJ,https://infoscience.epfl.ch/record/287445,"… Thank you to Lê Nguyên Hoang for our discussions on Kolmogorov-Solomonoff complexity and AIXI, and to Marcus Hutter and his students for the feedback on our work in 2019. …",S Volodin - 2021 - infoscience.epfl.ch,S Volodin,https://scholar.google.com/citations?user=AsDOBXIAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=AsDOBXIAAAAJ&engine=google_scholar_author&hl=en,AsDOBXIAAAAJ,,,,,,,,,,,,,epfl.ch,PDF,https://infoscience.epfl.ch/record/287445/files/CauseOccam_Learning_Interpretable_Abstract_Representations_in_Reinforcement_Learning_Environments_via_Model_Sparsity.pdf,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=7MJl3quaF4MJ,6.0,"https://scholar.google.com/scholar?cites=9446188806394200812&as_sdt=2005&sciodt=0,5&hl=en&num=20",9446188806394200812,https://serpapi.com/search.json?as_sdt=2005&cites=9446188806394200812&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:7MJl3quaF4MJ:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+%22aixi%22&hl=en&num=20&as_sdt=0,5",https://serpapi.com/search.json?as_sdt=0%2C5&engine=google_scholar&hl=en&num=20&q=related%3A7MJl3quaF4MJ%3Ascholar.google.com%2F&start=20,,,,,"https://scholar.googleusercontent.com/scholar?q=cache:7MJl3quaF4MJ:scholar.google.com/+%22reinforcement+learning%22+AND+%22aixi%22&hl=en&num=20&as_sdt=0,5",,,,,,
7,On the Optimality of General Reinforcement Learners,FCgzGtee0IkJ,https://ewrl.wordpress.com/wp-content/uploads/2015/02/ewrl12_2015_submission_3.pdf,"… AIXI. While it may still serve as a gold standard for general reinforcement learning, our results imply that AIXI … Keywords: AIXI, general reinforcement learning, universal Turing machine, …","J Leike, M Hutter - Journal of Machine Learning Research, 2015 - ewrl.wordpress.com",M Hutter,https://scholar.google.com/citations?user=7hmCntEAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=7hmCntEAAAAJ&engine=google_scholar_author&hl=en,7hmCntEAAAAJ,,,,,,,,,,,,,wordpress.com,PDF,https://ewrl.wordpress.com/wp-content/uploads/2015/02/ewrl12_2015_submission_3.pdf,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=FCgzGtee0IkJ,,,,,"https://scholar.google.com/scholar?q=related:FCgzGtee0IkJ:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+%22aixi%22&hl=en&num=20&as_sdt=0,5",https://serpapi.com/search.json?as_sdt=0%2C5&engine=google_scholar&hl=en&num=20&q=related%3AFCgzGtee0IkJ%3Ascholar.google.com%2F&start=20,,,,,"https://scholar.googleusercontent.com/scholar?q=cache:FCgzGtee0IkJ:scholar.google.com/+%22reinforcement+learning%22+AND+%22aixi%22&hl=en&num=20&as_sdt=0,5",,,,,Pdf,
8,Multi-Agent Reinforcement Learning Based Cooperative Multitype Task Offloading Strategy for Internet of Vehicles in B5G/6G Network,lKB11Y3k6AcJ,https://ieeexplore.ieee.org/abstract/document/10045759/,"With the development of intelligent transportation, various computation intensive and delay sensitive applications are emerging in the Internet of Vehicles (IoV). The B5G/6G (Beyond 5th …","Y Cui, H Li, D Zhang, A Zhu, Y Li… - IEEE Internet of Things …, 2023 - ieeexplore.ieee.org",,,,,,,,,,,,,,,,,,,,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=lKB11Y3k6AcJ,8.0,"https://scholar.google.com/scholar?cites=569956650685145236&as_sdt=2005&sciodt=0,5&hl=en&num=20",569956650685145236,https://serpapi.com/search.json?as_sdt=2005&cites=569956650685145236&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:lKB11Y3k6AcJ:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+%22aixi%22&hl=en&num=20&as_sdt=0,5",https://serpapi.com/search.json?as_sdt=0%2C5&engine=google_scholar&hl=en&num=20&q=related%3AlKB11Y3k6AcJ%3Ascholar.google.com%2F&start=20,,,,,,,,,,,
9,Context tree maximizing,KCM36gEm0yUJ,https://ojs.aaai.org/index.php/AAAI/article/view/8310,"… in reinforcement learning for … -AIXI-CTW. ΦMDP attempts to reduce the general RL problem, where the environment’s states and dynamics are both unknown, to an MDP, while MCAIXI-…","P Nguyen, P Sunehag, M Hutter - … of the AAAI Conference on Artificial …, 2012 - ojs.aaai.org",P Nguyen,https://scholar.google.com/citations?user=cUGY-akAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=cUGY-akAAAAJ&engine=google_scholar_author&hl=en,cUGY-akAAAAJ,P Sunehag,https://scholar.google.com/citations?user=7QcT04EAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=7QcT04EAAAAJ&engine=google_scholar_author&hl=en,7QcT04EAAAAJ,M Hutter,https://scholar.google.com/citations?user=7hmCntEAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=7hmCntEAAAAJ&engine=google_scholar_author&hl=en,7hmCntEAAAAJ,,,,,aaai.org,PDF,https://ojs.aaai.org/index.php/AAAI/article/download/8310/8169,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=KCM36gEm0yUJ,14.0,"https://scholar.google.com/scholar?cites=2725563989155586856&as_sdt=2005&sciodt=0,5&hl=en&num=20",2725563989155586856,https://serpapi.com/search.json?as_sdt=2005&cites=2725563989155586856&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:KCM36gEm0yUJ:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+%22aixi%22&hl=en&num=20&as_sdt=0,5",https://serpapi.com/search.json?as_sdt=0%2C5&engine=google_scholar&hl=en&num=20&q=related%3AKCM36gEm0yUJ%3Ascholar.google.com%2F&start=20,11.0,"https://scholar.google.com/scholar?cluster=2725563989155586856&hl=en&num=20&as_sdt=0,5",2725563989155586856,https://serpapi.com/search.json?as_sdt=0%2C5&cluster=2725563989155586856&engine=google_scholar&hl=en&num=20,"https://scholar.googleusercontent.com/scholar?q=cache:KCM36gEm0yUJ:scholar.google.com/+%22reinforcement+learning%22+AND+%22aixi%22&hl=en&num=20&as_sdt=0,5",,,,,,
10,Asymptotic non-learnability of universal agents with computable horizon functions,jWFKM-3t1ywJ,https://www.sciencedirect.com/science/article/pii/S0304397512009358,"… definition of AIXI can sometimes be suboptimal in a certain sense, but that this behavior is still the most rational one, hence emphasizing the difficulty of universal reinforcement learning. …","L Orseau - Theoretical Computer Science, 2013 - Elsevier",L Orseau,https://scholar.google.com/citations?user=HVJjWlEAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=HVJjWlEAAAAJ&engine=google_scholar_author&hl=en,HVJjWlEAAAAJ,,,,,,,,,,,,,sciencedirect.com,PDF,https://www.sciencedirect.com/science/article/pii/S0304397512009358/pdf?md5=37301e0d14c1910c652252999dec4c67&pid=1-s2.0-S0304397512009358-main.pdf,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=jWFKM-3t1ywJ,14.0,"https://scholar.google.com/scholar?cites=3231312860685164941&as_sdt=2005&sciodt=0,5&hl=en&num=20",3231312860685164941,https://serpapi.com/search.json?as_sdt=2005&cites=3231312860685164941&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:jWFKM-3t1ywJ:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+%22aixi%22&hl=en&num=20&as_sdt=0,5",https://serpapi.com/search.json?as_sdt=0%2C5&engine=google_scholar&hl=en&num=20&q=related%3AjWFKM-3t1ywJ%3Ascholar.google.com%2F&start=20,7.0,"https://scholar.google.com/scholar?cluster=3231312860685164941&hl=en&num=20&as_sdt=0,5",3231312860685164941,https://serpapi.com/search.json?as_sdt=0%2C5&cluster=3231312860685164941&engine=google_scholar&hl=en&num=20,,,,,,,
11,Context Tree Maximizing Reinforcement Learning,GXLI35Jr4HkJ,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=bd00b83b43e04a018579adfcf461a5da68f9bd60,"… MC-AIXI-CTW, CTMRL is dramatically more efficient in both computation time and memory • Unlike MC-AIXI-… that enables a connection with traditional reinforcement learning methods. …",C Maze - Citeseer,,,,,,,,,,,,,,,,,,,,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=GXLI35Jr4HkJ,,,,,"https://scholar.google.com/scholar?q=related:GXLI35Jr4HkJ:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+%22aixi%22&hl=en&num=20&as_sdt=0,5",https://serpapi.com/search.json?as_sdt=0%2C5&engine=google_scholar&hl=en&num=20&q=related%3AGXLI35Jr4HkJ%3Ascholar.google.com%2F&start=20,2.0,"https://scholar.google.com/scholar?cluster=8782137551936320025&hl=en&num=20&as_sdt=0,5",8782137551936320025,https://serpapi.com/search.json?as_sdt=0%2C5&cluster=8782137551936320025&engine=google_scholar&hl=en&num=20,"https://scholar.googleusercontent.com/scholar?q=cache:GXLI35Jr4HkJ:scholar.google.com/+%22reinforcement+learning%22+AND+%22aixi%22&hl=en&num=20&as_sdt=0,5",,,,,,
12,Value driven representation for human-in-the-loop reinforcement learning,ZMxkaYhWcF0J,https://dl.acm.org/doi/abs/10.1145/3320435.3320471,"… reinforcement learning, where a human system designer can modify the observation space definition used by a reinforcement learning … We compare to MC-AIXI-CTW that outperformed …","R Keramati, E Brunskill - Proceedings of the 27th ACM Conference on …, 2019 - dl.acm.org",R Keramati,https://scholar.google.com/citations?user=oStofYwAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=oStofYwAAAAJ&engine=google_scholar_author&hl=en,oStofYwAAAAJ,E Brunskill,https://scholar.google.com/citations?user=HaN8b2YAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=HaN8b2YAAAAJ&engine=google_scholar_author&hl=en,HaN8b2YAAAAJ,,,,,,,,,acm.org,PDF,https://dl.acm.org/doi/pdf/10.1145/3320435.3320471,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=ZMxkaYhWcF0J,3.0,"https://scholar.google.com/scholar?cites=6732976586802646116&as_sdt=2005&sciodt=0,5&hl=en&num=20",6732976586802646116,https://serpapi.com/search.json?as_sdt=2005&cites=6732976586802646116&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:ZMxkaYhWcF0J:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+%22aixi%22&hl=en&num=20&as_sdt=0,5",https://serpapi.com/search.json?as_sdt=0%2C5&engine=google_scholar&hl=en&num=20&q=related%3AZMxkaYhWcF0J%3Ascholar.google.com%2F&start=20,4.0,"https://scholar.google.com/scholar?cluster=6732976586802646116&hl=en&num=20&as_sdt=0,5",6732976586802646116,https://serpapi.com/search.json?as_sdt=0%2C5&cluster=6732976586802646116&engine=google_scholar&hl=en&num=20,,,,,,,
13,Self-modification and mortality in artificial agents,uazOByGVKRwJ,https://link.springer.com/chapter/10.1007/978-3-642-22887-2_1,"… To pursue these issues rigorously, we place AIXI [1] within an … of four common agents: reinforcement-learning, goal-seeking… They are (1) a (fairly traditional) reinforcement-learning agent…","L Orseau, M Ring - … General Intelligence: 4th International Conference, AGI …, 2011 - Springer",L Orseau,https://scholar.google.com/citations?user=HVJjWlEAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=HVJjWlEAAAAJ&engine=google_scholar_author&hl=en,HVJjWlEAAAAJ,M Ring,https://scholar.google.com/citations?user=9MlmvQUAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=9MlmvQUAAAAJ&engine=google_scholar_author&hl=en,9MlmvQUAAAAJ,,,,,,,,,hal.science,PDF,https://hal.science/hal-01000195/document,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=uazOByGVKRwJ,44.0,"https://scholar.google.com/scholar?cites=2029317076204563641&as_sdt=2005&sciodt=0,5&hl=en&num=20",2029317076204563641,https://serpapi.com/search.json?as_sdt=2005&cites=2029317076204563641&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:uazOByGVKRwJ:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+%22aixi%22&hl=en&num=20&as_sdt=0,5",https://serpapi.com/search.json?as_sdt=0%2C5&engine=google_scholar&hl=en&num=20&q=related%3AuazOByGVKRwJ%3Ascholar.google.com%2F&start=20,12.0,"https://scholar.google.com/scholar?cluster=2029317076204563641&hl=en&num=20&as_sdt=0,5",2029317076204563641,https://serpapi.com/search.json?as_sdt=0%2C5&cluster=2029317076204563641&engine=google_scholar&hl=en&num=20,,,,,,,
14,Using Localization and Factorization to Reduce the Complexity of Reinforcement Learning,AypFbYIoFzgJ,https://link.springer.com/chapter/10.1007/978-3-319-21365-1_19,"… Sometimes AIXI refers to the case of a certain universal class and a Solomonoff style prior [2]. The above agent, and only agents of that form, satisfies the strict rationality axioms …","P Sunehag, M Hutter - … : 8th International Conference, AGI 2015, AGI 2015 …, 2015 - Springer",P Sunehag,https://scholar.google.com/citations?user=7QcT04EAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=7QcT04EAAAAJ&engine=google_scholar_author&hl=en,7QcT04EAAAAJ,M Hutter,https://scholar.google.com/citations?user=7hmCntEAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=7hmCntEAAAAJ&engine=google_scholar_author&hl=en,7hmCntEAAAAJ,,,,,,,,,agi-conf.org,PDF,https://agi-conf.org/2015/wp-content/uploads/2015/07/agi15_sunehag.pdf,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=AypFbYIoFzgJ,1.0,"https://scholar.google.com/scholar?cites=4041743731232418307&as_sdt=2005&sciodt=0,5&hl=en&num=20",4041743731232418307,https://serpapi.com/search.json?as_sdt=2005&cites=4041743731232418307&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:AypFbYIoFzgJ:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+%22aixi%22&hl=en&num=20&as_sdt=0,5",https://serpapi.com/search.json?as_sdt=0%2C5&engine=google_scholar&hl=en&num=20&q=related%3AAypFbYIoFzgJ%3Ascholar.google.com%2F&start=20,9.0,"https://scholar.google.com/scholar?cluster=4041743731232418307&hl=en&num=20&as_sdt=0,5",4041743731232418307,https://serpapi.com/search.json?as_sdt=0%2C5&cluster=4041743731232418307&engine=google_scholar&hl=en&num=20,,,,,,,
15,An Introduction to Universal Artificial Intelligence,F7UM9JYTJTQJ,https://books.google.com/books?hl=en&lr=&id=jqQIEQAAQBAJ&oi=fnd&pg=PP1&dq=%22reinforcement+learning%22+AND+%22aixi%22&ots=lo0UM7H8y3&sig=G9gyfQarzsI_-FFm9s5fjVouCjw,"… construct AIXI, an optimal reinforcement learning agent that learns to act optimally in unknown environments. AIXI … These algorithms are used to approximate AIXI. The book ends with a …","M Hutter, D Quarel, E Catt - 2024 - books.google.com",M Hutter,https://scholar.google.com/citations?user=7hmCntEAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=7hmCntEAAAAJ&engine=google_scholar_author&hl=en,7hmCntEAAAAJ,E Catt,https://scholar.google.com/citations?user=d1JYeMIAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=d1JYeMIAAAAJ&engine=google_scholar_author&hl=en,d1JYeMIAAAAJ,,,,,,,,,,,,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=F7UM9JYTJTQJ,1.0,"https://scholar.google.com/scholar?cites=3757431003171042583&as_sdt=2005&sciodt=0,5&hl=en&num=20",3757431003171042583,https://serpapi.com/search.json?as_sdt=2005&cites=3757431003171042583&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:F7UM9JYTJTQJ:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+%22aixi%22&hl=en&num=20&as_sdt=0,5",https://serpapi.com/search.json?as_sdt=0%2C5&engine=google_scholar&hl=en&num=20&q=related%3AF7UM9JYTJTQJ%3Ascholar.google.com%2F&start=20,,,,,,,,,,Book,
16,Texplore: real-time sample-efficient reinforcement learning for robots,k_V5_I1bhvIJ,https://link.springer.com/article/10.1007/s10994-012-5322-7,… The use of robots in society could be expanded by using reinforcement learning (RL) to allow robots to learn and adapt to new situations online. RL is a paradigm for learning sequential …,"T Hester, P Stone - Machine learning, 2013 - Springer",T Hester,https://scholar.google.com/citations?user=kGFh1QIAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=kGFh1QIAAAAJ&engine=google_scholar_author&hl=en,kGFh1QIAAAAJ,P Stone,https://scholar.google.com/citations?user=qnwjcfAAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=qnwjcfAAAAAJ&engine=google_scholar_author&hl=en,qnwjcfAAAAAJ,,,,,,,,,springer.com,PDF,https://link.springer.com/content/pdf/10.1007/s10994-012-5322-7.pdf,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=k_V5_I1bhvIJ,178.0,"https://scholar.google.com/scholar?cites=17475756069442155923&as_sdt=2005&sciodt=0,5&hl=en&num=20",17475756069442155923,https://serpapi.com/search.json?as_sdt=2005&cites=17475756069442155923&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:k_V5_I1bhvIJ:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+%22aixi%22&hl=en&num=20&as_sdt=0,5",https://serpapi.com/search.json?as_sdt=0%2C5&engine=google_scholar&hl=en&num=20&q=related%3Ak_V5_I1bhvIJ%3Ascholar.google.com%2F&start=20,19.0,"https://scholar.google.com/scholar?cluster=17475756069442155923&hl=en&num=20&as_sdt=0,5",17475756069442155923,https://serpapi.com/search.json?as_sdt=0%2C5&cluster=17475756069442155923&engine=google_scholar&hl=en&num=20,,,,,,,
17,Generic Reinforcement Learning Beyond Small MDPs,2AnKjAPPe0AJ,,,M Daswani - 2015 - The Australian National University,M Daswani,https://scholar.google.com/citations?user=GU-CgkEAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=GU-CgkEAAAAJ&engine=google_scholar_author&hl=en,GU-CgkEAAAAJ,,,,,,,,,,,,,,,,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=2AnKjAPPe0AJ,2.0,"https://scholar.google.com/scholar?cites=4646535054716701144&as_sdt=2005&sciodt=0,5&hl=en&num=20",4646535054716701144,https://serpapi.com/search.json?as_sdt=2005&cites=4646535054716701144&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:2AnKjAPPe0AJ:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+%22aixi%22&hl=en&num=20&as_sdt=0,5",https://serpapi.com/search.json?as_sdt=0%2C5&engine=google_scholar&hl=en&num=20&q=related%3A2AnKjAPPe0AJ%3Ascholar.google.com%2F&start=20,2.0,"https://scholar.google.com/scholar?cluster=4646535054716701144&hl=en&num=20&as_sdt=0,5",4646535054716701144,https://serpapi.com/search.json?as_sdt=0%2C5&cluster=4646535054716701144&engine=google_scholar&hl=en&num=20,,,,,,Citation,
18,"Fast, Scalable Algorithms for Reinforcement Learning in High Dimensional Domains",LmHkpXbnJGQJ,https://search.proquest.com/openview/c61b8387693a8bcc1daaff5814313c05/1.pdf?pq-origsite=gscholar&cbl=18750,"… reinforcement learning problem allows us to emphasize the need for more general (non-Markov) agents. In this section I focus on the AIXI … For a gentle introduction to the full AIXI setting, …",M Gendron-Bellemare - 2013 - search.proquest.com,M Gendron-Bellemare,https://scholar.google.com/citations?user=uyYPun0AAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=uyYPun0AAAAJ&engine=google_scholar_author&hl=en,uyYPun0AAAAJ,,,,,,,,,,,,,ualberta.ca,PDF,https://era.library.ualberta.ca/items/ad1d3563-eb66-4695-aeda-ebae2e63cf28/download/4cddcd4a-fd11-40d4-8f58-ccabfab1a924,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=LmHkpXbnJGQJ,4.0,"https://scholar.google.com/scholar?cites=7216146999729742126&as_sdt=2005&sciodt=0,5&hl=en&num=20",7216146999729742126,https://serpapi.com/search.json?as_sdt=2005&cites=7216146999729742126&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:LmHkpXbnJGQJ:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+%22aixi%22&hl=en&num=20&as_sdt=0,5",https://serpapi.com/search.json?as_sdt=0%2C5&engine=google_scholar&hl=en&num=20&q=related%3ALmHkpXbnJGQJ%3Ascholar.google.com%2F&start=20,7.0,"https://scholar.google.com/scholar?cluster=7216146999729742126&hl=en&num=20&as_sdt=0,5",7216146999729742126,https://serpapi.com/search.json?as_sdt=0%2C5&cluster=7216146999729742126&engine=google_scholar&hl=en&num=20,,,,,,Book,
19,Universal RL: Applications and approximations,rEnTD6HSVmwJ,https://ewrl.wordpress.com/wp-content/uploads/2012/10/ewrl11_submission_27.pdf,"… data compression setting to reinforcement learning. The … scaling model-based reinforcement learning to larger obser… Furthermore, optimistic variants of the AIXI optimality notion …",J Veness - 2011 - ewrl.wordpress.com,J Veness,https://scholar.google.com/citations?user=_iYrAxEAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=_iYrAxEAAAAJ&engine=google_scholar_author&hl=en,_iYrAxEAAAAJ,,,,,,,,,,,,,wordpress.com,PDF,https://ewrl.wordpress.com/wp-content/uploads/2012/10/ewrl11_submission_27.pdf,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=rEnTD6HSVmwJ,1.0,"https://scholar.google.com/scholar?cites=7806658593290406316&as_sdt=2005&sciodt=0,5&hl=en&num=20",7806658593290406316,https://serpapi.com/search.json?as_sdt=2005&cites=7806658593290406316&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:rEnTD6HSVmwJ:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+%22aixi%22&hl=en&num=20&as_sdt=0,5",https://serpapi.com/search.json?as_sdt=0%2C5&engine=google_scholar&hl=en&num=20&q=related%3ArEnTD6HSVmwJ%3Ascholar.google.com%2F&start=20,,,,,"https://scholar.googleusercontent.com/scholar?q=cache:rEnTD6HSVmwJ:scholar.google.com/+%22reinforcement+learning%22+AND+%22aixi%22&hl=en&num=20&as_sdt=0,5",,,,,Pdf,
0,Virtuously safe reinforcement learning,TSEXqoe1zRQJ,https://arxiv.org/abs/1805.11447,"… However, the universal reinforcement learning agent AIXI … to achieve virtuous safe reinforcement learning in seven steps. In … towards virtuous safe reinforcement learning by …","H Aslund, EME Mhamdi, R Guerraoui… - arXiv preprint arXiv …, 2018 - arxiv.org",EME Mhamdi,https://scholar.google.com/citations?user=kNA-WLQAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=kNA-WLQAAAAJ&engine=google_scholar_author&hl=en,kNA-WLQAAAAJ,R Guerraoui,https://scholar.google.com/citations?user=_TR-7CEAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=_TR-7CEAAAAJ&engine=google_scholar_author&hl=en,_TR-7CEAAAAJ,,,,,,,,,arxiv.org,PDF,https://arxiv.org/pdf/1805.11447,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=TSEXqoe1zRQJ,6.0,"https://scholar.google.com/scholar?cites=1499053845263098189&as_sdt=20005&sciodt=0,9&hl=en&num=20",1499053845263098189,https://serpapi.com/search.json?as_sdt=20005&cites=1499053845263098189&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:TSEXqoe1zRQJ:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+%22aixi%22&hl=en&num=20&as_sdt=0,9",https://serpapi.com/search.json?as_sdt=0%2C9&engine=google_scholar&hl=en&num=20&q=related%3ATSEXqoe1zRQJ%3Ascholar.google.com%2F&start=40,2.0,"https://scholar.google.com/scholar?cluster=1499053845263098189&hl=en&num=20&as_sdt=0,9",1499053845263098189,https://serpapi.com/search.json?as_sdt=0%2C9&cluster=1499053845263098189&engine=google_scholar&hl=en&num=20,"https://scholar.googleusercontent.com/scholar?q=cache:TSEXqoe1zRQJ:scholar.google.com/+%22reinforcement+learning%22+AND+%22aixi%22&hl=en&num=20&as_sdt=0,9",,,,,,
