position,title,result_id,link,snippet,publication_info_summary,publication_info_authors_0_name,publication_info_authors_0_link,publication_info_authors_0_serpapi_scholar_link,publication_info_authors_0_author_id,publication_info_authors_1_name,publication_info_authors_1_link,publication_info_authors_1_serpapi_scholar_link,publication_info_authors_1_author_id,publication_info_authors_2_name,publication_info_authors_2_link,publication_info_authors_2_serpapi_scholar_link,publication_info_authors_2_author_id,resources_0_title,resources_0_file_format,resources_0_link,inline_links_serpapi_cite_link,inline_links_cited_by_total,inline_links_cited_by_link,inline_links_cited_by_cites_id,inline_links_cited_by_serpapi_scholar_link,inline_links_related_pages_link,inline_links_serpapi_related_pages_link,inline_links_versions_total,inline_links_versions_link,inline_links_versions_cluster_id,inline_links_versions_serpapi_scholar_link,type,inline_links_cached_page_link,publication_info_authors_3_name,publication_info_authors_3_link,publication_info_authors_3_serpapi_scholar_link,publication_info_authors_3_author_id,resources_1_title,resources_1_link
3,Robust optimal control law learning for heterogeneous rotorcraft formation involving unknown parameters,co0YeAXuRoYJ,https://ieeexplore.ieee.org/abstract/document/9213939/,… to implement the RL algorithm with a identifier-actor-critic architecture. A model-based RL algorithm … Reinforcement Learning Algorithm Design The reinforcement learning theory will be …,"H Liu, Q Meng, L Yang, H Tian… - … on Unmanned Aircraft …, 2020 - ieeexplore.ieee.org",,,,,,,,,,,,,,,,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=co0YeAXuRoYJ,,,,,"https://scholar.google.com/scholar?q=related:co0YeAXuRoYJ:scholar.google.com/&scioq=%22reinforcement+learning%22+OR+%22POMDP%22+OR+%22Bayesian+optimization%22+OR+%22Bayesian+reinforcement+learning%22+OR+%22Partial+observability%22+OR+%22monte+carlo+planning%22+OR+%22BADDr%22+OR+%22monte+carlo+tree+search%22+OR+%22temporal+difference%22+or+%22actor-critic%22+or+%22AIXI%22&hl=en&num=20&as_sdt=0,20",https://serpapi.com/search.json?as_sdt=0%2C20&engine=google_scholar&hl=en&num=20&q=related%3Aco0YeAXuRoYJ%3Ascholar.google.com%2F&start=60,,,,,,,,,,,,
4,Adaptive dynamic programming approach for Stackelberg game-based fault-tolerant control,iEphoDKc9LIJ,https://ieeexplore.ieee.org/abstract/document/10164408/,"… • Compared with the commonly used actor-critic framework, this paper proposes two critic neural networks for solving the Hamilton-Jacobi (HJ) equations, which shows to be effective …","Y Xu, B Jiang, Y Meng - 2023 6th International Symposium on …, 2023 - ieeexplore.ieee.org",B Jiang,https://scholar.google.com/citations?user=FRXg54EAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=FRXg54EAAAAJ&engine=google_scholar_author&hl=en,FRXg54EAAAAJ,,,,,,,,,,,,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=iEphoDKc9LIJ,1.0,"https://scholar.google.com/scholar?cites=12895103374321601160&as_sdt=10000005&sciodt=0,20&hl=en&num=20",12895103374321601160,https://serpapi.com/search.json?as_sdt=10000005&cites=12895103374321601160&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:iEphoDKc9LIJ:scholar.google.com/&scioq=%22reinforcement+learning%22+OR+%22POMDP%22+OR+%22Bayesian+optimization%22+OR+%22Bayesian+reinforcement+learning%22+OR+%22Partial+observability%22+OR+%22monte+carlo+planning%22+OR+%22BADDr%22+OR+%22monte+carlo+tree+search%22+OR+%22temporal+difference%22+or+%22actor-critic%22+or+%22AIXI%22&hl=en&num=20&as_sdt=0,20",https://serpapi.com/search.json?as_sdt=0%2C20&engine=google_scholar&hl=en&num=20&q=related%3AiEphoDKc9LIJ%3Ascholar.google.com%2F&start=60,,,,,,,,,,,,
5,Explainability of power grid attack strategies learned by Deep Reinforcement Learning Agents,uzPtYeeQYCgJ,https://www.researchgate.net/profile/Torben-Logemann/publication/372782170_Explainability_of_power_grid_attack_strategies_learned_by_Deep_Reinforcement_Learning_Agents/links/64c823b9db38b20d6dacff9a/Explainability-of-power-grid-attack-strategies-learned-by-Deep-Reinforcement-Learning-Agents.pdf,… The DDPG algorithm has the advantage over the Advantage Actor-Critic (A2C) algorithm in that it can be optimized from end to end since the entire system is differentiable and can train …,T Logemann - 2023 - researchgate.net,T Logemann,https://scholar.google.com/citations?user=9TgFlZ0AAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=9TgFlZ0AAAAJ&engine=google_scholar_author&hl=en,9TgFlZ0AAAAJ,,,,,,,,,researchgate.net,PDF,https://www.researchgate.net/profile/Torben-Logemann/publication/372782170_Explainability_of_power_grid_attack_strategies_learned_by_Deep_Reinforcement_Learning_Agents/links/64c823b9db38b20d6dacff9a/Explainability-of-power-grid-attack-strategies-learned-by-Deep-Reinforcement-Learning-Agents.pdf,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=uzPtYeeQYCgJ,,,,,"https://scholar.google.com/scholar?q=related:uzPtYeeQYCgJ:scholar.google.com/&scioq=%22reinforcement+learning%22+OR+%22POMDP%22+OR+%22Bayesian+optimization%22+OR+%22Bayesian+reinforcement+learning%22+OR+%22Partial+observability%22+OR+%22monte+carlo+planning%22+OR+%22BADDr%22+OR+%22monte+carlo+tree+search%22+OR+%22temporal+difference%22+or+%22actor-critic%22+or+%22AIXI%22&hl=en&num=20&as_sdt=0,20",https://serpapi.com/search.json?as_sdt=0%2C20&engine=google_scholar&hl=en&num=20&q=related%3AuzPtYeeQYCgJ%3Ascholar.google.com%2F&start=60,2.0,"https://scholar.google.com/scholar?cluster=2909484682736120763&hl=en&num=20&as_sdt=0,20",2909484682736120763,https://serpapi.com/search.json?as_sdt=0%2C20&cluster=2909484682736120763&engine=google_scholar&hl=en&num=20,Pdf,"https://scholar.googleusercontent.com/scholar?q=cache:uzPtYeeQYCgJ:scholar.google.com/+%22reinforcement+learning%22+OR+%22POMDP%22+OR+%22Bayesian+optimization%22+OR+%22Bayesian+reinforcement+learning%22+OR+%22Partial+observability%22+OR+%22monte+carlo+planning%22+OR+%22BADDr%22+OR+%22monte+carlo+tree+search%22+OR+%22temporal+difference%22+or+%22actor-critic%22+or+%22AIXI%22&hl=en&num=20&as_sdt=0,20",,,,,,
6,Learning structured representations for perception and control,Ct7gJ0X8WsYJ,https://dspace.mit.edu/bitstream/handle/1721.1/107557/974640245-MIT.pdf?sequence=1,… One such idealized model is called AIXI; it maximizes the expected cumulative rewards … in the deep reinforcement learning literature including asynchronous actor critic methods [93]. …,TD Kulkarni - 2016 - dspace.mit.edu,TD Kulkarni,https://scholar.google.com/citations?user=rrPyvsgAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=rrPyvsgAAAAJ&engine=google_scholar_author&hl=en,rrPyvsgAAAAJ,,,,,,,,,mit.edu,PDF,https://dspace.mit.edu/bitstream/handle/1721.1/107557/974640245-MIT.pdf?sequence=1,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=Ct7gJ0X8WsYJ,,,,,"https://scholar.google.com/scholar?q=related:Ct7gJ0X8WsYJ:scholar.google.com/&scioq=%22reinforcement+learning%22+OR+%22POMDP%22+OR+%22Bayesian+optimization%22+OR+%22Bayesian+reinforcement+learning%22+OR+%22Partial+observability%22+OR+%22monte+carlo+planning%22+OR+%22BADDr%22+OR+%22monte+carlo+tree+search%22+OR+%22temporal+difference%22+or+%22actor-critic%22+or+%22AIXI%22&hl=en&num=20&as_sdt=0,20",https://serpapi.com/search.json?as_sdt=0%2C20&engine=google_scholar&hl=en&num=20&q=related%3ACt7gJ0X8WsYJ%3Ascholar.google.com%2F&start=60,,,,,Pdf,"https://scholar.googleusercontent.com/scholar?q=cache:Ct7gJ0X8WsYJ:scholar.google.com/+%22reinforcement+learning%22+OR+%22POMDP%22+OR+%22Bayesian+optimization%22+OR+%22Bayesian+reinforcement+learning%22+OR+%22Partial+observability%22+OR+%22monte+carlo+planning%22+OR+%22BADDr%22+OR+%22monte+carlo+tree+search%22+OR+%22temporal+difference%22+or+%22actor-critic%22+or+%22AIXI%22&hl=en&num=20&as_sdt=0,20",,,,,,
7,Data-Driven Solutions to Mixed Control: A Hamilton-Inequality-Driven Reinforcement Learning Approach,Ka2Kj_qG_hkJ,https://ieeexplore.ieee.org/abstract/document/9206320/,"… This paper presents a data-based reinforcement learning algorithm for control of nonlinear … [16] KG Vamvoudakis and FL Lewis, “Online actor-critic algorithm to solve the continuous-…","Y Yang, M Mazouchi, H Modares - 2020 IEEE Conference on …, 2020 - ieeexplore.ieee.org",Y Yang,https://scholar.google.com/citations?user=smwQtUwAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=smwQtUwAAAAJ&engine=google_scholar_author&hl=en,smwQtUwAAAAJ,M Mazouchi,https://scholar.google.com/citations?user=vpqGNf8AAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=vpqGNf8AAAAJ&engine=google_scholar_author&hl=en,vpqGNf8AAAAJ,H Modares,https://scholar.google.com/citations?user=xhucCdUAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=xhucCdUAAAAJ&engine=google_scholar_author&hl=en,xhucCdUAAAAJ,google.com,PDF,https://drive.google.com/file/d/1uRiP4Ps01KWlAEC6-QTJ3BiBc36X-FYp/view,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=Ka2Kj_qG_hkJ,,,,,"https://scholar.google.com/scholar?q=related:Ka2Kj_qG_hkJ:scholar.google.com/&scioq=%22reinforcement+learning%22+OR+%22POMDP%22+OR+%22Bayesian+optimization%22+OR+%22Bayesian+reinforcement+learning%22+OR+%22Partial+observability%22+OR+%22monte+carlo+planning%22+OR+%22BADDr%22+OR+%22monte+carlo+tree+search%22+OR+%22temporal+difference%22+or+%22actor-critic%22+or+%22AIXI%22&hl=en&num=20&as_sdt=0,20",https://serpapi.com/search.json?as_sdt=0%2C20&engine=google_scholar&hl=en&num=20&q=related%3AKa2Kj_qG_hkJ%3Ascholar.google.com%2F&start=60,3.0,"https://scholar.google.com/scholar?cluster=1873082905740881193&hl=en&num=20&as_sdt=0,20",1873082905740881193,https://serpapi.com/search.json?as_sdt=0%2C20&cluster=1873082905740881193&engine=google_scholar&hl=en&num=20,,,,,,,,
8,A spiking neural network of state transition probabilities in model-based reinforcement learning,H2FafzgzsqcJ,https://uwspace.uwaterloo.ca/handle/10012/12574,"… the field of reinforcement learning was based on psychological studies of the instrumental conditioning of humans and other animals. Recently, reinforcement learning algorithms have …",M Shein - 2017 - uwspace.uwaterloo.ca,,,,,,,,,,,,,uwaterloo.ca,PDF,https://uwspace.uwaterloo.ca/bitstream/handle/10012/12574/Shein_Mariah.pdf?sequence=3&isAllowed=y,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=H2FafzgzsqcJ,1.0,"https://scholar.google.com/scholar?cites=12083777067936276767&as_sdt=10000005&sciodt=0,20&hl=en&num=20",12083777067936276767,https://serpapi.com/search.json?as_sdt=10000005&cites=12083777067936276767&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:H2FafzgzsqcJ:scholar.google.com/&scioq=%22reinforcement+learning%22+OR+%22POMDP%22+OR+%22Bayesian+optimization%22+OR+%22Bayesian+reinforcement+learning%22+OR+%22Partial+observability%22+OR+%22monte+carlo+planning%22+OR+%22BADDr%22+OR+%22monte+carlo+tree+search%22+OR+%22temporal+difference%22+or+%22actor-critic%22+or+%22AIXI%22&hl=en&num=20&as_sdt=0,20",https://serpapi.com/search.json?as_sdt=0%2C20&engine=google_scholar&hl=en&num=20&q=related%3AH2FafzgzsqcJ%3Ascholar.google.com%2F&start=60,2.0,"https://scholar.google.com/scholar?cluster=12083777067936276767&hl=en&num=20&as_sdt=0,20",12083777067936276767,https://serpapi.com/search.json?as_sdt=0%2C20&cluster=12083777067936276767&engine=google_scholar&hl=en&num=20,,"https://scholar.googleusercontent.com/scholar?q=cache:H2FafzgzsqcJ:scholar.google.com/+%22reinforcement+learning%22+OR+%22POMDP%22+OR+%22Bayesian+optimization%22+OR+%22Bayesian+reinforcement+learning%22+OR+%22Partial+observability%22+OR+%22monte+carlo+planning%22+OR+%22BADDr%22+OR+%22monte+carlo+tree+search%22+OR+%22temporal+difference%22+or+%22actor-critic%22+or+%22AIXI%22&hl=en&num=20&as_sdt=0,20",,,,,,
9,"Intelligent Transportation Systems, Hybrid Electric Vehicles, Powertrain Control, Cooperative Adaptive Cruise Control, Model Predictive Control",6ELBhUEioXUJ,https://search.proquest.com/openview/941cd5a1f682214cb6c191b64b8ac5db/1?pq-origsite=gscholar&cbl=18750&diss=y,"… Finally, we integrate the recent development in reinforcement learning to design a novel multi… We proposed to use two reinforcement learning agents in two levels of abstraction. The first …",H Kazemi - 2019 - search.proquest.com,H Kazemi,https://scholar.google.com/citations?user=O2-z9TYAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=O2-z9TYAAAAJ&engine=google_scholar_author&hl=en,O2-z9TYAAAAJ,,,,,,,,,wvu.edu,PDF,https://researchrepository.wvu.edu/cgi/viewcontent.cgi?article=4905&context=etd,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=6ELBhUEioXUJ,1.0,"https://scholar.google.com/scholar?cites=8476093638500238056&as_sdt=10000005&sciodt=0,20&hl=en&num=20",8476093638500238056,https://serpapi.com/search.json?as_sdt=10000005&cites=8476093638500238056&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:6ELBhUEioXUJ:scholar.google.com/&scioq=%22reinforcement+learning%22+OR+%22POMDP%22+OR+%22Bayesian+optimization%22+OR+%22Bayesian+reinforcement+learning%22+OR+%22Partial+observability%22+OR+%22monte+carlo+planning%22+OR+%22BADDr%22+OR+%22monte+carlo+tree+search%22+OR+%22temporal+difference%22+or+%22actor-critic%22+or+%22AIXI%22&hl=en&num=20&as_sdt=0,20",https://serpapi.com/search.json?as_sdt=0%2C20&engine=google_scholar&hl=en&num=20&q=related%3A6ELBhUEioXUJ%3Ascholar.google.com%2F&start=60,4.0,"https://scholar.google.com/scholar?cluster=8476093638500238056&hl=en&num=20&as_sdt=0,20",8476093638500238056,https://serpapi.com/search.json?as_sdt=0%2C20&cluster=8476093638500238056&engine=google_scholar&hl=en&num=20,Book,,,,,,,
10,Output resilient containment control of heterogeneous systems with active leaders using reinforcement learning under attack inputs,02NrZZpipREJ,https://ieeexplore.ieee.org/abstract/document/8869870/,… containment control problem of heterogeneous multiple-agent systems (MASs) with unknown active leaders under attack inputs by using data-based offpolicy reinforcement learning (RL…,"Q Li, L Xia, R Song - IEEE Access, 2019 - ieeexplore.ieee.org",L Xia,https://scholar.google.com/citations?user=Euxh1SoAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=Euxh1SoAAAAJ&engine=google_scholar_author&hl=en,Euxh1SoAAAAJ,R Song,https://scholar.google.com/citations?user=wGWQpLIAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=wGWQpLIAAAAJ&engine=google_scholar_author&hl=en,wGWQpLIAAAAJ,,,,,ieee.org,PDF,https://ieeexplore.ieee.org/iel7/6287639/8600701/08869870.pdf,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=02NrZZpipREJ,8.0,"https://scholar.google.com/scholar?cites=1271530885068055507&as_sdt=10000005&sciodt=0,20&hl=en&num=20",1271530885068055507,https://serpapi.com/search.json?as_sdt=10000005&cites=1271530885068055507&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:02NrZZpipREJ:scholar.google.com/&scioq=%22reinforcement+learning%22+OR+%22POMDP%22+OR+%22Bayesian+optimization%22+OR+%22Bayesian+reinforcement+learning%22+OR+%22Partial+observability%22+OR+%22monte+carlo+planning%22+OR+%22BADDr%22+OR+%22monte+carlo+tree+search%22+OR+%22temporal+difference%22+or+%22actor-critic%22+or+%22AIXI%22&hl=en&num=20&as_sdt=0,20",https://serpapi.com/search.json?as_sdt=0%2C20&engine=google_scholar&hl=en&num=20&q=related%3A02NrZZpipREJ%3Ascholar.google.com%2F&start=60,3.0,"https://scholar.google.com/scholar?cluster=1271530885068055507&hl=en&num=20&as_sdt=0,20",1271530885068055507,https://serpapi.com/search.json?as_sdt=0%2C20&cluster=1271530885068055507&engine=google_scholar&hl=en&num=20,,,,,,,,
11,Information structures for causally explainable decisions,r-_apGm0mIMJ,https://www.mdpi.com/1099-4300/23/5/601,"… The discussion includes relatively recent developments (eg, integration of Thompson sampling into Monte Carlo Tree Search) while noting foundational works in prescriptive decision …","LA Cox Jr - Entropy, 2021 - mdpi.com",LA Cox Jr,https://scholar.google.com/citations?user=i0PiR8UAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=i0PiR8UAAAAJ&engine=google_scholar_author&hl=en,i0PiR8UAAAAJ,,,,,,,,,mdpi.com,PDF,https://www.mdpi.com/1099-4300/23/5/601/pdf,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=r-_apGm0mIMJ,10.0,"https://scholar.google.com/scholar?cites=9482527381258956719&as_sdt=10000005&sciodt=0,20&hl=en&num=20",9482527381258956719,https://serpapi.com/search.json?as_sdt=10000005&cites=9482527381258956719&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:r-_apGm0mIMJ:scholar.google.com/&scioq=%22reinforcement+learning%22+OR+%22POMDP%22+OR+%22Bayesian+optimization%22+OR+%22Bayesian+reinforcement+learning%22+OR+%22Partial+observability%22+OR+%22monte+carlo+planning%22+OR+%22BADDr%22+OR+%22monte+carlo+tree+search%22+OR+%22temporal+difference%22+or+%22actor-critic%22+or+%22AIXI%22&hl=en&num=20&as_sdt=0,20",https://serpapi.com/search.json?as_sdt=0%2C20&engine=google_scholar&hl=en&num=20&q=related%3Ar-_apGm0mIMJ%3Ascholar.google.com%2F&start=60,9.0,"https://scholar.google.com/scholar?cluster=9482527381258956719&hl=en&num=20&as_sdt=0,20",9482527381258956719,https://serpapi.com/search.json?as_sdt=0%2C20&cluster=9482527381258956719&engine=google_scholar&hl=en&num=20,,"https://scholar.googleusercontent.com/scholar?q=cache:r-_apGm0mIMJ:scholar.google.com/+%22reinforcement+learning%22+OR+%22POMDP%22+OR+%22Bayesian+optimization%22+OR+%22Bayesian+reinforcement+learning%22+OR+%22Partial+observability%22+OR+%22monte+carlo+planning%22+OR+%22BADDr%22+OR+%22monte+carlo+tree+search%22+OR+%22temporal+difference%22+or+%22actor-critic%22+or+%22AIXI%22&hl=en&num=20&as_sdt=0,20",,,,,,
12,Fully data-driven robust output formation tracking control for heterogeneous multiagent system with multiple leaders and actuator faults,M5hIX1CpP3MJ,https://ieeexplore.ieee.org/abstract/document/9994618/,"… Different from those ideas of estimating and fitting specific components, reinforcement learning (… As for continuous-time (CT) systems, the model-based actorcritic RL was studied in [25] …","Y Shi, Y Hua, J Yu, X Dong… - IEEE Transactions on …, 2022 - ieeexplore.ieee.org",Y Shi,https://scholar.google.com/citations?user=DBqSTJ0AAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=DBqSTJ0AAAAJ&engine=google_scholar_author&hl=en,DBqSTJ0AAAAJ,J Yu,https://scholar.google.com/citations?user=XaGaDnYAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=XaGaDnYAAAAJ&engine=google_scholar_author&hl=en,XaGaDnYAAAAJ,X Dong,https://scholar.google.com/citations?user=4GeHHnUAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=4GeHHnUAAAAJ&engine=google_scholar_author&hl=en,4GeHHnUAAAAJ,,,,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=M5hIX1CpP3MJ,11.0,"https://scholar.google.com/scholar?cites=8304542400555554867&as_sdt=10000005&sciodt=0,20&hl=en&num=20",8304542400555554867,https://serpapi.com/search.json?as_sdt=10000005&cites=8304542400555554867&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:M5hIX1CpP3MJ:scholar.google.com/&scioq=%22reinforcement+learning%22+OR+%22POMDP%22+OR+%22Bayesian+optimization%22+OR+%22Bayesian+reinforcement+learning%22+OR+%22Partial+observability%22+OR+%22monte+carlo+planning%22+OR+%22BADDr%22+OR+%22monte+carlo+tree+search%22+OR+%22temporal+difference%22+or+%22actor-critic%22+or+%22AIXI%22&hl=en&num=20&as_sdt=0,20",https://serpapi.com/search.json?as_sdt=0%2C20&engine=google_scholar&hl=en&num=20&q=related%3AM5hIX1CpP3MJ%3Ascholar.google.com%2F&start=60,3.0,"https://scholar.google.com/scholar?cluster=8304542400555554867&hl=en&num=20&as_sdt=0,20",8304542400555554867,https://serpapi.com/search.json?as_sdt=0%2C20&cluster=8304542400555554867&engine=google_scholar&hl=en&num=20,,,,,,,,
13,Faster Policy Adaptation in Environments with Exogeneity: A State Augmentation Approach.,k2HCgbLdvpgJ,https://ifaamas.org/Proceedings/aamas2018/pdfs/p1035.pdf,… We also compare it with two state-of-the-art approaches for reinforcement learning in dynamic environments based on extensions of Q-learning: Frequency Adjusted Q-learning (FAQL) […,"Z Li, Z Chen, P Poupart, S Das, Y Geng - AAMAS, 2018 - ifaamas.org",P Poupart,https://scholar.google.com/citations?user=KhAJWroAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=KhAJWroAAAAJ&engine=google_scholar_author&hl=en,KhAJWroAAAAJ,S Das,https://scholar.google.com/citations?user=HRSDO6IAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=HRSDO6IAAAAJ&engine=google_scholar_author&hl=en,HRSDO6IAAAAJ,Y Geng,https://scholar.google.com/citations?user=SbA3q80AAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=SbA3q80AAAAJ&engine=google_scholar_author&hl=en,SbA3q80AAAAJ,ifaamas.org,PDF,https://ifaamas.org/Proceedings/aamas2018/pdfs/p1035.pdf,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=k2HCgbLdvpgJ,1.0,"https://scholar.google.com/scholar?cites=11006478298090987923&as_sdt=10000005&sciodt=0,20&hl=en&num=20",11006478298090987923,https://serpapi.com/search.json?as_sdt=10000005&cites=11006478298090987923&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:k2HCgbLdvpgJ:scholar.google.com/&scioq=%22reinforcement+learning%22+OR+%22POMDP%22+OR+%22Bayesian+optimization%22+OR+%22Bayesian+reinforcement+learning%22+OR+%22Partial+observability%22+OR+%22monte+carlo+planning%22+OR+%22BADDr%22+OR+%22monte+carlo+tree+search%22+OR+%22temporal+difference%22+or+%22actor-critic%22+or+%22AIXI%22&hl=en&num=20&as_sdt=0,20",https://serpapi.com/search.json?as_sdt=0%2C20&engine=google_scholar&hl=en&num=20&q=related%3Ak2HCgbLdvpgJ%3Ascholar.google.com%2F&start=60,7.0,"https://scholar.google.com/scholar?cluster=11006478298090987923&hl=en&num=20&as_sdt=0,20",11006478298090987923,https://serpapi.com/search.json?as_sdt=0%2C20&cluster=11006478298090987923&engine=google_scholar&hl=en&num=20,Pdf,"https://scholar.googleusercontent.com/scholar?q=cache:k2HCgbLdvpgJ:scholar.google.com/+%22reinforcement+learning%22+OR+%22POMDP%22+OR+%22Bayesian+optimization%22+OR+%22Bayesian+reinforcement+learning%22+OR+%22Partial+observability%22+OR+%22monte+carlo+planning%22+OR+%22BADDr%22+OR+%22monte+carlo+tree+search%22+OR+%22temporal+difference%22+or+%22actor-critic%22+or+%22AIXI%22&hl=en&num=20&as_sdt=0,20",,,,,,
14,Theory Embedded Learning,oTe39RgUUMcJ,https://tspace.library.utoronto.ca/handle/1807/130447,"… We present the results of applying the DDPG algorithm, a type of actor-critic reinforcement learning algorithm, to the same CartPole control task in order to demonstrate the extreme data …",C Chi - 2023 - tspace.library.utoronto.ca,C Chi,https://scholar.google.com/citations?user=-BZtJogAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=-BZtJogAAAAJ&engine=google_scholar_author&hl=en,-BZtJogAAAAJ,,,,,,,,,utoronto.ca,PDF,https://tspace.library.utoronto.ca/bitstream/1807/130447/3/Chi_Cheng__202311_MAS_thesis.pdf,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=oTe39RgUUMcJ,1.0,"https://scholar.google.com/scholar?cites=14362001309118707617&as_sdt=10000005&sciodt=0,20&hl=en&num=20",14362001309118707617,https://serpapi.com/search.json?as_sdt=10000005&cites=14362001309118707617&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:oTe39RgUUMcJ:scholar.google.com/&scioq=%22reinforcement+learning%22+OR+%22POMDP%22+OR+%22Bayesian+optimization%22+OR+%22Bayesian+reinforcement+learning%22+OR+%22Partial+observability%22+OR+%22monte+carlo+planning%22+OR+%22BADDr%22+OR+%22monte+carlo+tree+search%22+OR+%22temporal+difference%22+or+%22actor-critic%22+or+%22AIXI%22&hl=en&num=20&as_sdt=0,20",https://serpapi.com/search.json?as_sdt=0%2C20&engine=google_scholar&hl=en&num=20&q=related%3AoTe39RgUUMcJ%3Ascholar.google.com%2F&start=60,,,,,,"https://scholar.googleusercontent.com/scholar?q=cache:oTe39RgUUMcJ:scholar.google.com/+%22reinforcement+learning%22+OR+%22POMDP%22+OR+%22Bayesian+optimization%22+OR+%22Bayesian+reinforcement+learning%22+OR+%22Partial+observability%22+OR+%22monte+carlo+planning%22+OR+%22BADDr%22+OR+%22monte+carlo+tree+search%22+OR+%22temporal+difference%22+or+%22actor-critic%22+or+%22AIXI%22&hl=en&num=20&as_sdt=0,20",,,,,,
15,Event-triggered local control for nonlinear interconnected systems through particle swarm optimization-based adaptive dynamic programming,NKrhkBwbFLgJ,https://ieeexplore.ieee.org/abstract/document/10214258/,This article investigates local control problems for nonlinear interconnected systems by using adaptive dynamic programming (ADP) with particle swarm optimization (PSO). Through …,"B Zhao, G Shi, D Liu - IEEE Transactions on Systems, Man, and …, 2023 - ieeexplore.ieee.org",B Zhao,https://scholar.google.com/citations?user=977NXzsAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=977NXzsAAAAJ&engine=google_scholar_author&hl=en,977NXzsAAAAJ,,,,,,,,,,,,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=NKrhkBwbFLgJ,20.0,"https://scholar.google.com/scholar?cites=13264256612016695860&as_sdt=10000005&sciodt=0,20&hl=en&num=20",13264256612016695860,https://serpapi.com/search.json?as_sdt=10000005&cites=13264256612016695860&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:NKrhkBwbFLgJ:scholar.google.com/&scioq=%22reinforcement+learning%22+OR+%22POMDP%22+OR+%22Bayesian+optimization%22+OR+%22Bayesian+reinforcement+learning%22+OR+%22Partial+observability%22+OR+%22monte+carlo+planning%22+OR+%22BADDr%22+OR+%22monte+carlo+tree+search%22+OR+%22temporal+difference%22+or+%22actor-critic%22+or+%22AIXI%22&hl=en&num=20&as_sdt=0,20",https://serpapi.com/search.json?as_sdt=0%2C20&engine=google_scholar&hl=en&num=20&q=related%3ANKrhkBwbFLgJ%3Ascholar.google.com%2F&start=60,,,,,,,,,,,,
